content_id,title,description,category,level,duration,difficulty,rating
1748,Cloud Computing with AWS,Perfect for beginners looking to start their journey.,Programming,Intermediate,88,1,2.87
1749,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Advanced,167,3,2.97
1750,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,191,1,3.62
1751,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,127,1,3.81
1752,SQL for Data Science,Build projects and gain practical experience.,Cloud Computing,Advanced,89,3,4.78
1753,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,93,2,3.45
1754,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Cyber Security,Advanced,198,3,3.04
1755,SQL for Data Science,Perfect for beginners looking to start their journey.,Web Development,Beginner,99,2,4.36
1756,Natural Language Processing with Python,Build projects and gain practical experience.,Web Development,Advanced,117,3,2.84
1757,Deep Learning with TensorFlow,Build projects and gain practical experience.,Artificial Intelligence,Beginner,178,3,4.73
1758,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,119,2,3.52
1759,Cloud Computing with AWS,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Advanced,188,2,4.03
1760,SQL for Data Science,Understand concepts and apply them to real-life problems.,Data Science,Beginner,77,3,2.97
1761,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,152,3,2.86
1762,Advanced Excel for Business,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,180,3,4.5
1763,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Web Development,Intermediate,190,2,3.57
1764,Power BI for Data Analysis,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Advanced,166,3,4.97
1765,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,51,2,3.81
1766,Cloud Computing with AWS,Build projects and gain practical experience.,Web Development,Beginner,140,1,4.61
1767,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,22,2,4.95
1768,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Programming,Intermediate,148,1,3.2
1769,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,188,3,4.5
1770,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,67,3,2.56
1771,Cloud Computing with AWS,Build projects and gain practical experience.,Programming,Beginner,186,2,4.2
1772,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Programming,Intermediate,152,1,4.36
1773,Machine Learning A-Z,Understand concepts and apply them to real-life problems.,Data Science,Advanced,96,3,3.69
1774,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Intermediate,30,3,2.91
1775,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,41,1,4.04
1776,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Data Science,Intermediate,31,3,4.74
1777,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Data Science,Intermediate,72,3,4.83
1778,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,74,2,4.37
1779,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,72,3,3.16
1780,Computer Vision Basics,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,40,1,4.68
1781,Data Science Bootcamp,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Intermediate,38,3,4.72
1782,"Web Development with HTML, CSS & JavaScript",Understand concepts and apply them to real-life problems.,Cyber Security,Intermediate,107,2,3.42
1783,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Intermediate,113,3,2.96
1784,SQL for Data Science,Build projects and gain practical experience.,Software Engineering,Beginner,85,1,4.69
1785,Computer Vision Basics,Master advanced techniques and industry best practices.,Business Analytics,Beginner,78,3,4.71
1786,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Advanced,196,1,2.75
1787,Mobile App Development with Flutter,Build projects and gain practical experience.,Data Science,Beginner,78,2,4.92
1788,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Web Development,Advanced,170,3,3.83
1789,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Data Science,Intermediate,22,3,4.98
1790,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,135,2,3.61
1791,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,77,1,3.83
1792,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Cloud Computing,Advanced,81,1,3.17
1793,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,165,3,4.75
1794,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Programming,Advanced,145,1,3.61
1795,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,56,1,4.54
1796,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,132,3,2.7
1797,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Intermediate,114,1,4.47
1798,SQL for Data Science,Build projects and gain practical experience.,Cyber Security,Advanced,97,1,3.73
1799,Python for Beginners,Understand concepts and apply them to real-life problems.,Web Development,Beginner,161,3,2.51
1800,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,124,3,3.07
1801,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,24,1,2.98
1802,Full Stack Web Development,Master advanced techniques and industry best practices.,Data Science,Beginner,114,3,4.38
1803,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,148,1,3.69
1804,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,82,1,2.9
1805,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,39,1,3.14
1806,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Web Development,Beginner,62,1,3.76
1807,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Software Engineering,Advanced,104,3,2.55
1808,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,113,3,3.56
1809,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Data Science,Beginner,61,2,4.2
1810,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Web Development,Advanced,127,3,3.79
1811,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,113,2,4.0
1812,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,93,1,3.32
1813,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,128,3,2.96
1814,SQL for Data Science,Perfect for beginners looking to start their journey.,Data Science,Beginner,134,1,4.52
1815,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,186,2,4.76
1816,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,195,3,3.78
1817,Python for Beginners,Master advanced techniques and industry best practices.,Software Engineering,Beginner,144,3,3.26
1818,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,25,3,3.78
1819,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Artificial Intelligence,Advanced,142,3,4.7
1820,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,61,1,4.23
1821,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Web Development,Intermediate,77,3,4.65
1822,Python for Beginners,Master advanced techniques and industry best practices.,Software Engineering,Intermediate,190,2,3.32
1823,Artificial Intelligence Fundamentals,Build projects and gain practical experience.,Artificial Intelligence,Beginner,29,3,4.28
1824,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,108,2,4.13
1825,Computer Vision Basics,Master advanced techniques and industry best practices.,Artificial Intelligence,Beginner,97,2,3.93
1826,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,130,1,3.82
1827,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Cloud Computing,Intermediate,58,3,3.88
